Unique_Session_ID,Group_ID,Participant_ID,Day_Num,Block,Session_Type,Time_Offset,Dimension,Intensity
002_Day12_EOD,2_EndOfDay_Block_3,2,12,3,EndOfDay,1002.5,Boredom,39.405
003_Day12_EOD,3_EndOfDay_Block_3,3,12,3,EndOfDay,1002.5,Boredom,7.498333333333334
001_Day13_EOD,1_EndOfDay_Block_3,1,13,3,EndOfDay,1002.5,Boredom,0.57
002_Day13_EOD,2_EndOfDay_Block_3,2,13,3,EndOfDay,1002.5,Boredom,23.41
003_Day13_EOD,3_EndOfDay_Block_3,3,13,3,EndOfDay,1002.5,Boredom,3.8016666666666663
001_Day14_EOD,1_EndOfDay_Block_3,1,14,3,EndOfDay,1002.5,Boredom,2.185
002_Day14_EOD,2_EndOfDay_Block_3,2,14,3,EndOfDay,1002.5,Boredom,48.818333333333335
003_Day14_EOD,3_EndOfDay_Block_3,3,14,3,EndOfDay,1002.5,Boredom,76.08999999999999
001_Day15_EOD,1_EndOfDay_Block_3,1,15,3,EndOfDay,1002.5,Boredom,0.295
002_Day15_EOD,2_EndOfDay_Block_3,2,15,3,EndOfDay,1002.5,Boredom,13.486666666666666
003_Day15_EOD,3_EndOfDay_Block_3,3,15,3,EndOfDay,1002.5,Boredom,5.213333333333334
001_Day16_EOD,1_EndOfDay_Block_4,1,16,4,EndOfDay,1002.5,Boredom,43.46666666666667
002_Day16_EOD,2_EndOfDay_Block_4,2,16,4,EndOfDay,1002.5,Boredom,19.14
003_Day16_EOD,3_EndOfDay_Block_4,3,16,4,EndOfDay,1002.5,Boredom,20.733333333333334
001_Day17_EOD,1_EndOfDay_Block_4,1,17,4,EndOfDay,1002.5,Boredom,3.0233333333333334
002_Day17_EOD,2_EndOfDay_Block_4,2,17,4,EndOfDay,1002.5,Boredom,23.72
003_Day17_EOD,3_EndOfDay_Block_4,3,17,4,EndOfDay,1002.5,Boredom,22.19333333333333
001_Day18_EOD,1_EndOfDay_Block_4,1,18,4,EndOfDay,1002.5,Boredom,6.185
002_Day18_EOD,2_EndOfDay_Block_4,2,18,4,EndOfDay,1002.5,Boredom,15.413333333333334
003_Day18_EOD,3_EndOfDay_Block_4,3,18,4,EndOfDay,1002.5,Boredom,7.753333333333333
001_Day19_EOD,1_EndOfDay_Block_4,1,19,4,EndOfDay,1002.5,Boredom,3.526666666666667
002_Day19_EOD,2_EndOfDay_Block_4,2,19,4,EndOfDay,1002.5,Boredom,39.04333333333333
003_Day19_EOD,3_EndOfDay_Block_4,3,19,4,EndOfDay,1002.5,Boredom,10.501666666666667
001_Day20_EOD,1_EndOfDay_Block_4,1,20,4,EndOfDay,1002.5,Boredom,4.473333333333334
003_Day20_EOD,3_EndOfDay_Block_4,3,20,4,EndOfDay,1002.5,Boredom,0.03833333333333334
001_Day1_EOD,1_EndOfDay_Block_1,1,1,1,EndOfDay,1020,Boredom,0.49
003_Day1_EOD,3_EndOfDay_Block_1,3,1,1,EndOfDay,1020,Boredom,6.11
001_Day2_EOD,1_EndOfDay_Block_1,1,2,1,EndOfDay,1020,Boredom,10.76
003_Day2_EOD,3_EndOfDay_Block_1,3,2,1,EndOfDay,1020,Boredom,15.22
001_Day3_EOD,1_EndOfDay_Block_1,1,3,1,EndOfDay,1020,Boredom,40.16
002_Day3_EOD,2_EndOfDay_Block_1,2,3,1,EndOfDay,1020,Boredom,37.08
003_Day3_EOD,3_EndOfDay_Block_1,3,3,1,EndOfDay,1020,Boredom,6.78
001_Day4_EOD,1_EndOfDay_Block_1,1,4,1,EndOfDay,1020,Boredom,7.15
002_Day4_EOD,2_EndOfDay_Block_1,2,4,1,EndOfDay,1020,Boredom,49.87
003_Day4_EOD,3_EndOfDay_Block_1,3,4,1,EndOfDay,1020,Boredom,5.62
001_Day5_EOD,1_EndOfDay_Block_1,1,5,1,EndOfDay,1020,Boredom,1.06
001_Day6_EOD,1_EndOfDay_Block_2,1,6,2,EndOfDay,1020,Boredom,4.31
001_Day7_EOD,1_EndOfDay_Block_2,1,7,2,EndOfDay,1020,Boredom,3.67
002_Day7_EOD,2_EndOfDay_Block_2,2,7,2,EndOfDay,1020,Boredom,24.83
003_Day7_EOD,3_EndOfDay_Block_2,3,7,2,EndOfDay,1020,Boredom,27.5
001_Day8_EOD,1_EndOfDay_Block_2,1,8,2,EndOfDay,1020,Boredom,3.78
003_Day8_EOD,3_EndOfDay_Block_2,3,8,2,EndOfDay,1020,Boredom,10.1
001_Day9_EOD,1_EndOfDay_Block_2,1,9,2,EndOfDay,1020,Boredom,3.14
003_Day9_EOD,3_EndOfDay_Block_2,3,9,2,EndOfDay,1020,Boredom,4.44
001_Day10_EOD,1_EndOfDay_Block_2,1,10,2,EndOfDay,1020,Boredom,36.8
003_Day10_EOD,3_EndOfDay_Block_2,3,10,2,EndOfDay,1020,Boredom,64.97
001_Day11_EOD,1_EndOfDay_Block_3,1,11,3,EndOfDay,1020,Boredom,6.48
002_Day11_EOD,2_EndOfDay_Block_3,2,11,3,EndOfDay,1020,Boredom,13.56
003_Day11_EOD,3_EndOfDay_Block_3,3,11,3,EndOfDay,1020,Boredom,0.61
001_Day12_EOD,1_EndOfDay_Block_3,1,12,3,EndOfDay,1020,Boredom,3.12
001_Day13_EOD,1_EndOfDay_Block_3,1,13,3,EndOfDay,1020,Boredom,1.06
003_Day13_EOD,3_EndOfDay_Block_3,3,13,3,EndOfDay,1020,Boredom,3.49
001_Day14_EOD,1_EndOfDay_Block_3,1,14,3,EndOfDay,1020,Boredom,2.21
001_Day15_EOD,1_EndOfDay_Block_3,1,15,3,EndOfDay,1020,Boredom,0.31
002_Day15_EOD,2_EndOfDay_Block_3,2,15,3,EndOfDay,1020,Boredom,13.87
003_Day15_EOD,3_EndOfDay_Block_3,3,15,3,EndOfDay,1020,Boredom,4.61
001_Day16_EOD,1_EndOfDay_Block_4,1,16,4,EndOfDay,1020,Boredom,45.49
003_Day16_EOD,3_EndOfDay_Block_4,3,16,4,EndOfDay,1020,Boredom,19.42
001_Day17_EOD,1_EndOfDay_Block_4,1,17,4,EndOfDay,1020,Boredom,3.2
003_Day17_EOD,3_EndOfDay_Block_4,3,17,4,EndOfDay,1020,Boredom,19.91
001_Day18_EOD,1_EndOfDay_Block_4,1,18,4,EndOfDay,1020,Boredom,6.48
002_Day18_EOD,2_EndOfDay_Block_4,2,18,4,EndOfDay,1020,Boredom,14.14
003_Day18_EOD,3_EndOfDay_Block_4,3,18,4,EndOfDay,1020,Boredom,7.38
001_Day19_EOD,1_EndOfDay_Block_4,1,19,4,EndOfDay,1020,Boredom,3.55
001_Day20_EOD,1_EndOfDay_Block_4,1,20,4,EndOfDay,1020,Boredom,4.09
003_Day20_EOD,3_EndOfDay_Block_4,3,20,4,EndOfDay,1020,Boredom,0
001_Day1_MW1,1_MindWandering1_Block_1,1,1,1,MindWandering1,9.5,Clarity - Structuration,42
002_Day1_MW1,2_MindWandering1_Block_1,2,1,1,MindWandering1,9.5,Clarity - Structuration,36.167
003_Day1_MW1,3_MindWandering1_Block_1,3,1,1,MindWandering1,9.5,Clarity - Structuration,46.3815
001_Day2_MW1,1_MindWandering1_Block_1,1,2,1,MindWandering1,9.5,Clarity - Structuration,1.623
002_Day2_MW1,2_MindWandering1_Block_1,2,2,1,MindWandering1,9.5,Clarity - Structuration,51.188
003_Day2_MW1,3_MindWandering1_Block_1,3,2,1,MindWandering1,9.5,Clarity - Structuration,28.3685
001_Day3_MW1,1_MindWandering1_Block_1,1,3,1,MindWandering1,9.5,Clarity - Structuration,0.311
002_Day3_MW1,2_MindWandering1_Block_1,2,3,1,MindWandering1,9.5,Clarity - Structuration,26.336000000000002
003_Day3_MW1,3_MindWandering1_Block_1,3,3,1,MindWandering1,9.5,Clarity - Structuration,17.5125
001_Day4_MW1,1_MindWandering1_Block_1,1,4,1,MindWandering1,9.5,Clarity - Structuration,0.0965
002_Day4_MW1,2_MindWandering1_Block_1,2,4,1,MindWandering1,9.5,Clarity - Structuration,25.1109
003_Day4_MW1,3_MindWandering1_Block_1,3,4,1,MindWandering1,9.5,Clarity - Structuration,56.8495
001_Day5_MW1,1_MindWandering1_Block_1,1,5,1,MindWandering1,9.5,Clarity - Structuration,1.2654999999999998
002_Day5_MW1,2_MindWandering1_Block_1,2,5,1,MindWandering1,9.5,Clarity - Structuration,26.549500000000002
003_Day5_MW1,3_MindWandering1_Block_1,3,5,1,MindWandering1,9.5,Clarity - Structuration,33.589
001_Day6_MW1,1_MindWandering1_Block_2,1,6,2,MindWandering1,9.5,Clarity - Structuration,0.135
002_Day6_MW1,2_MindWandering1_Block_2,2,6,2,MindWandering1,9.5,Clarity - Structuration,25.958999999999996
003_Day6_MW1,3_MindWandering1_Block_2,3,6,2,MindWandering1,9.5,Clarity - Structuration,19.2035
001_Day7_MW1,1_MindWandering1_Block_2,1,7,2,MindWandering1,9.5,Clarity - Structuration,1.0150000000000001
002_Day7_MW1,2_MindWandering1_Block_2,2,7,2,MindWandering1,9.5,Clarity - Structuration,25.347
003_Day7_MW1,3_MindWandering1_Block_2,3,7,2,MindWandering1,9.5,Clarity - Structuration,62.86
001_Day8_MW1,1_MindWandering1_Block_2,1,8,2,MindWandering1,9.5,Clarity - Structuration,0.42300000000000004
002_Day8_MW1,2_MindWandering1_Block_2,2,8,2,MindWandering1,9.5,Clarity - Structuration,39.391000000000005
003_Day8_MW1,3_MindWandering1_Block_2,3,8,2,MindWandering1,9.5,Clarity - Structuration,90.846
001_Day9_MW1,1_MindWandering1_Block_2,1,9,2,MindWandering1,9.5,Clarity - Structuration,2.1425
002_Day9_MW1,2_MindWandering1_Block_2,2,9,2,MindWandering1,9.5,Clarity - Structuration,64.41749999999999
003_Day9_MW1,3_MindWandering1_Block_2,3,9,2,MindWandering1,9.5,Clarity - Structuration,84.693
001_Day10_MW1,1_MindWandering1_Block_2,1,10,2,MindWandering1,9.5,Clarity - Structuration,0.5355000000000001
002_Day10_MW1,2_MindWandering1_Block_2,2,10,2,MindWandering1,9.5,Clarity - Structuration,24.723
003_Day10_MW1,3_MindWandering1_Block_2,3,10,2,MindWandering1,9.5,Clarity - Structuration,34.077999999999996
001_Day11_MW1,1_MindWandering1_Block_3,1,11,3,MindWandering1,9.5,Clarity - Structuration,2.0085
002_Day11_MW1,2_MindWandering1_Block_3,2,11,3,MindWandering1,9.5,Clarity - Structuration,37.1265
003_Day11_MW1,3_MindWandering1_Block_3,3,11,3,MindWandering1,9.5,Clarity - Structuration,12.165000000000001
001_Day12_MW1,1_MindWandering1_Block_3,1,12,3,MindWandering1,9.5,Clarity - Structuration,0.6165
002_Day12_MW1,2_MindWandering1_Block_3,2,12,3,MindWandering1,9.5,Clarity - Structuration,25.7135
003_Day12_MW1,3_MindWandering1_Block_3,3,12,3,MindWandering1,9.5,Clarity - Structuration,47.22
001_Day13_MW1,1_MindWandering1_Block_3,1,13,3,MindWandering1,9.5,Clarity - Structuration,1.4495
002_Day13_MW1,2_MindWandering1_Block_3,2,13,3,MindWandering1,9.5,Clarity - Structuration,26.311500000000002
003_Day13_MW1,3_MindWandering1_Block_3,3,13,3,MindWandering1,9.5,Clarity - Structuration,40.3505
001_Day14_MW1,1_MindWandering1_Block_3,1,14,3,MindWandering1,9.5,Clarity - Structuration,0.185
002_Day14_MW1,2_MindWandering1_Block_3,2,14,3,MindWandering1,9.5,Clarity - Structuration,27.709000000000003
003_Day14_MW1,3_MindWandering1_Block_3,3,14,3,MindWandering1,9.5,Clarity - Structuration,72.378
001_Day15_MW1,1_MindWandering1_Block_3,1,15,3,MindWandering1,9.5,Clarity - Structuration,1.671
002_Day15_MW1,2_MindWandering1_Block_3,2,15,3,MindWandering1,9.5,Clarity - Structuration,26.4175
003_Day15_MW1,3_MindWandering1_Block_3,3,15,3,MindWandering1,9.5,Clarity - Structuration,55.8275
001_Day16_MW1,1_MindWandering1_Block_4,1,16,4,MindWandering1,9.5,Clarity - Structuration,1.436
002_Day16_MW1,2_MindWandering1_Block_4,2,16,4,MindWandering1,9.5,Clarity - Structuration,51.0445
003_Day16_MW1,3_MindWandering1_Block_4,3,16,4,MindWandering1,9.5,Clarity - Structuration,25.636000000000003
001_Day17_MW1,1_MindWandering1_Block_4,1,17,4,MindWandering1,9.5,Clarity - Structuration,0.1695
002_Day17_MW1,2_MindWandering1_Block_4,2,17,4,MindWandering1,9.5,Clarity - Structuration,37.606
003_Day17_MW1,3_MindWandering1_Block_4,3,17,4,MindWandering1,9.5,Clarity - Structuration,39.6065
001_Day18_MW1,1_MindWandering1_Block_4,1,18,4,MindWandering1,9.5,Clarity - Structuration,1.01
002_Day18_MW1,2_MindWandering1_Block_4,2,18,4,MindWandering1,9.5,Clarity - Structuration,38.1625
003_Day18_MW1,3_MindWandering1_Block_4,3,18,4,MindWandering1,9.5,Clarity - Structuration,42.1625
001_Day19_MW1,1_MindWandering1_Block_4,1,19,4,MindWandering1,9.5,Clarity - Structuration,1.5025
002_Day19_MW1,2_MindWandering1_Block_4,2,19,4,MindWandering1,9.5,Clarity - Structuration,25.7015
003_Day19_MW1,3_MindWandering1_Block_4,3,19,4,MindWandering1,9.5,Clarity - Structuration,12.556999999999999
001_Day20_MW1,1_MindWandering1_Block_4,1,20,4,MindWandering1,9.5,Clarity - Structuration,1.4689999999999999
002_Day20_MW1,2_MindWandering1_Block_4,2,20,4,MindWandering1,9.5,Clarity - Structuration,25.2305
003_Day20_MW1,3_MindWandering1_Block_4,3,20,4,MindWandering1,9.5,Clarity - Structuration,41.051
001_Day6_MW2,1_MindWandering2_Block_2,1,6,2,MindWandering2,9.5,Clarity - Structuration,2.163
002_Day6_MW2,2_MindWandering2_Block_2,2,6,2,MindWandering2,9.5,Clarity - Structuration,25.958999999999996
003_Day6_MW2,3_MindWandering2_Block_2,3,6,2,MindWandering2,9.5,Clarity - Structuration,49.8425
001_Day7_MW2,1_MindWandering2_Block_2,1,7,2,MindWandering2,9.5,Clarity - Structuration,0.7255
002_Day7_MW2,2_MindWandering2_Block_2,2,7,2,MindWandering2,9.5,Clarity - Structuration,62.5745
003_Day7_MW2,3_MindWandering2_Block_2,3,7,2,MindWandering2,9.5,Clarity - Structuration,87.393
001_Day8_MW2,1_MindWandering2_Block_2,1,8,2,MindWandering2,9.5,Clarity - Structuration,2.029
002_Day8_MW2,2_MindWandering2_Block_2,2,8,2,MindWandering2,9.5,Clarity - Structuration,76.349
003_Day8_MW2,3_MindWandering2_Block_2,3,8,2,MindWandering2,9.5,Clarity - Structuration,67.125
001_Day9_MW2,1_MindWandering2_Block_2,1,9,2,MindWandering2,9.5,Clarity - Structuration,7.0840000000000005
002_Day9_MW2,2_MindWandering2_Block_2,2,9,2,MindWandering2,9.5,Clarity - Structuration,38.9375
003_Day9_MW2,3_MindWandering2_Block_2,3,9,2,MindWandering2,9.5,Clarity - Structuration,57.028499999999994
001_Day10_MW2,1_MindWandering2_Block_2,1,10,2,MindWandering2,9.5,Clarity - Structuration,1.0795
002_Day10_MW2,2_MindWandering2_Block_2,2,10,2,MindWandering2,9.5,Clarity - Structuration,37.827
003_Day10_MW2,3_MindWandering2_Block_2,3,10,2,MindWandering2,9.5,Clarity - Structuration,38.019999999999996
001_Day11_MW2,1_MindWandering2_Block_3,1,11,3,MindWandering2,9.5,Clarity - Structuration,1.03
002_Day11_MW2,2_MindWandering2_Block_3,2,11,3,MindWandering2,9.5,Clarity - Structuration,25.5
003_Day11_MW2,3_MindWandering2_Block_3,3,11,3,MindWandering2,9.5,Clarity - Structuration,28.233999999999998
001_Day12_MW2,1_MindWandering2_Block_3,1,12,3,MindWandering2,9.5,Clarity - Structuration,0.7805
002_Day12_MW2,2_MindWandering2_Block_3,2,12,3,MindWandering2,9.5,Clarity - Structuration,25.0565
003_Day12_MW2,3_MindWandering2_Block_3,3,12,3,MindWandering2,9.5,Clarity - Structuration,47.7695
001_Day13_MW2,1_MindWandering2_Block_3,1,13,3,MindWandering2,9.5,Clarity - Structuration,4.735
002_Day13_MW2,2_MindWandering2_Block_3,2,13,3,MindWandering2,9.5,Clarity - Structuration,38.808
003_Day13_MW2,3_MindWandering2_Block_3,3,13,3,MindWandering2,9.5,Clarity - Structuration,68.3265
001_Day14_MW2,1_MindWandering2_Block_3,1,14,3,MindWandering2,9.5,Clarity - Structuration,0.2615
002_Day14_MW2,2_MindWandering2_Block_3,2,14,3,MindWandering2,9.5,Clarity - Structuration,38.064499999999995
003_Day14_MW2,3_MindWandering2_Block_3,3,14,3,MindWandering2,9.5,Clarity - Structuration,80.7065
001_Day15_MW2,1_MindWandering2_Block_3,1,15,3,MindWandering2,9.5,Clarity - Structuration,0.0735
002_Day15_MW2,2_MindWandering2_Block_3,2,15,3,MindWandering2,9.5,Clarity - Structuration,61.9785
003_Day15_MW2,3_MindWandering2_Block_3,3,15,3,MindWandering2,9.5,Clarity - Structuration,22.9045
001_Day1_MW1,1_MindWandering1_Block_1,1,1,1,MindWandering1,29.5,Clarity - Structuration,43.8155
002_Day1_MW1,2_MindWandering1_Block_1,2,1,1,MindWandering1,29.5,Clarity - Structuration,33.8945
003_Day1_MW1,3_MindWandering1_Block_1,3,1,1,MindWandering1,29.5,Clarity - Structuration,56.130500000000005
001_Day2_MW1,1_MindWandering1_Block_1,1,2,1,MindWandering1,29.5,Clarity - Structuration,1.248
002_Day2_MW1,2_MindWandering1_Block_1,2,2,1,MindWandering1,29.5,Clarity - Structuration,50.7095
003_Day2_MW1,3_MindWandering1_Block_1,3,2,1,MindWandering1,29.5,Clarity - Structuration,27.634500000000003
001_Day3_MW1,1_MindWandering1_Block_1,1,3,1,MindWandering1,29.5,Clarity - Structuration,0.048
002_Day3_MW1,2_MindWandering1_Block_1,2,3,1,MindWandering1,29.5,Clarity - Structuration,26.453500000000002
003_Day3_MW1,3_MindWandering1_Block_1,3,3,1,MindWandering1,29.5,Clarity - Structuration,31.547500000000003
001_Day4_MW1,1_MindWandering1_Block_1,1,4,1,MindWandering1,29.5,Clarity - Structuration,0.036
002_Day4_MW1,2_MindWandering1_Block_1,2,4,1,MindWandering1,29.5,Clarity - Structuration,25.593
003_Day4_MW1,3_MindWandering1_Block_1,3,4,1,MindWandering1,29.5,Clarity - Structuration,56.4145
001_Day5_MW1,1_MindWandering1_Block_1,1,5,1,MindWandering1,29.5,Clarity - Structuration,5.351
002_Day5_MW1,2_MindWandering1_Block_1,2,5,1,MindWandering1,29.5,Clarity - Structuration,25.896499999999996
003_Day5_MW1,3_MindWandering1_Block_1,3,5,1,MindWandering1,29.5,Clarity - Structuration,37.3185
001_Day6_MW1,1_MindWandering1_Block_2,1,6,2,MindWandering1,29.5,Clarity - Structuration,0.3885
002_Day6_MW1,2_MindWandering1_Block_2,2,6,2,MindWandering1,29.5,Clarity - Structuration,24.609
003_Day6_MW1,3_MindWandering1_Block_2,3,6,2,MindWandering1,29.5,Clarity - Structuration,21.8325
001_Day7_MW1,1_MindWandering1_Block_2,1,7,2,MindWandering1,29.5,Clarity - Structuration,1.222
002_Day7_MW1,2_MindWandering1_Block_2,2,7,2,MindWandering1,29.5,Clarity - Structuration,23.847
003_Day7_MW1,3_MindWandering1_Block_2,3,7,2,MindWandering1,29.5,Clarity - Structuration,61.689
001_Day8_MW1,1_MindWandering1_Block_2,1,8,2,MindWandering1,29.5,Clarity - Structuration,0.933
002_Day8_MW1,2_MindWandering1_Block_2,2,8,2,MindWandering1,29.5,Clarity - Structuration,38.9955
003_Day8_MW1,3_MindWandering1_Block_2,3,8,2,MindWandering1,29.5,Clarity - Structuration,92.3705
001_Day9_MW1,1_MindWandering1_Block_2,1,9,2,MindWandering1,29.5,Clarity - Structuration,2.7634999999999996
002_Day9_MW1,2_MindWandering1_Block_2,2,9,2,MindWandering1,29.5,Clarity - Structuration,73.313
003_Day9_MW1,3_MindWandering1_Block_2,3,9,2,MindWandering1,29.5,Clarity - Structuration,84.8075
001_Day10_MW1,1_MindWandering1_Block_2,1,10,2,MindWandering1,29.5,Clarity - Structuration,0
002_Day10_MW1,2_MindWandering1_Block_2,2,10,2,MindWandering1,29.5,Clarity - Structuration,29.511000000000003
003_Day10_MW1,3_MindWandering1_Block_2,3,10,2,MindWandering1,29.5,Clarity - Structuration,40.379000000000005
001_Day11_MW1,1_MindWandering1_Block_3,1,11,3,MindWandering1,29.5,Clarity - Structuration,1.5070000000000001
002_Day11_MW1,2_MindWandering1_Block_3,2,11,3,MindWandering1,29.5,Clarity - Structuration,37.8925
003_Day11_MW1,3_MindWandering1_Block_3,3,11,3,MindWandering1,29.5,Clarity - Structuration,9.502500000000001
001_Day12_MW1,1_MindWandering1_Block_3,1,12,3,MindWandering1,29.5,Clarity - Structuration,1.1735
002_Day12_MW1,2_MindWandering1_Block_3,2,12,3,MindWandering1,29.5,Clarity - Structuration,25.529500000000002
003_Day12_MW1,3_MindWandering1_Block_3,3,12,3,MindWandering1,29.5,Clarity - Structuration,43.458999999999996
001_Day13_MW1,1_MindWandering1_Block_3,1,13,3,MindWandering1,29.5,Clarity - Structuration,2.6045000000000003
002_Day13_MW1,2_MindWandering1_Block_3,2,13,3,MindWandering1,29.5,Clarity - Structuration,28.6135
003_Day13_MW1,3_MindWandering1_Block_3,3,13,3,MindWandering1,29.5,Clarity - Structuration,40.233999999999995
001_Day14_MW1,1_MindWandering1_Block_3,1,14,3,MindWandering1,29.5,Clarity - Structuration,0
002_Day14_MW1,2_MindWandering1_Block_3,2,14,3,MindWandering1,29.5,Clarity - Structuration,34.981
003_Day14_MW1,3_MindWandering1_Block_3,3,14,3,MindWandering1,29.5,Clarity - Structuration,72.473
001_Day15_MW1,1_MindWandering1_Block_3,1,15,3,MindWandering1,29.5,Clarity - Structuration,1.738
002_Day15_MW1,2_MindWandering1_Block_3,2,15,3,MindWandering1,29.5,Clarity - Structuration,34.0045
003_Day15_MW1,3_MindWandering1_Block_3,3,15,3,MindWandering1,29.5,Clarity - Structuration,77.2435
001_Day16_MW1,1_MindWandering1_Block_4,1,16,4,MindWandering1,29.5,Clarity - Structuration,2.1205
002_Day16_MW1,2_MindWandering1_Block_4,2,16,4,MindWandering1,29.5,Clarity - Structuration,51.3325
003_Day16_MW1,3_MindWandering1_Block_4,3,16,4,MindWandering1,29.5,Clarity - Structuration,19.244
001_Day17_MW1,1_MindWandering1_Block_4,1,17,4,MindWandering1,29.5,Clarity - Structuration,0
002_Day17_MW1,2_MindWandering1_Block_4,2,17,4,MindWandering1,29.5,Clarity - Structuration,37.96
003_Day17_MW1,3_MindWandering1_Block_4,3,17,4,MindWandering1,29.5,Clarity - Structuration,42.352999999999994
001_Day18_MW1,1_MindWandering1_Block_4,1,18,4,MindWandering1,29.5,Clarity - Structuration,0.12350000000000001
002_Day18_MW1,2_MindWandering1_Block_4,2,18,4,MindWandering1,29.5,Clarity - Structuration,37.6145
003_Day18_MW1,3_MindWandering1_Block_4,3,18,4,MindWandering1,29.5,Clarity - Structuration,64.408
001_Day19_MW1,1_MindWandering1_Block_4,1,19,4,MindWandering1,29.5,Clarity - Structuration,0.14350000000000002
002_Day19_MW1,2_MindWandering1_Block_4,2,19,4,MindWandering1,29.5,Clarity - Structuration,25.779000000000003
003_Day19_MW1,3_MindWandering1_Block_4,3,19,4,MindWandering1,29.5,Clarity - Structuration,15.252500000000001
001_Day20_MW1,1_MindWandering1_Block_4,1,20,4,MindWandering1,29.5,Clarity - Structuration,1.0925
002_Day20_MW1,2_MindWandering1_Block_4,2,20,4,MindWandering1,29.5,Clarity - Structuration,30.983442307692307
003_Day20_MW1,3_MindWandering1_Block_4,3,20,4,MindWandering1,29.5,Clarity - Structuration,46.875
001_Day6_MW2,1_MindWandering2_Block_2,1,6,2,MindWandering2,29.5,Clarity - Structuration,2.7815000000000003
002_Day6_MW2,2_MindWandering2_Block_2,2,6,2,MindWandering2,29.5,Clarity - Structuration,25.964499999999997
003_Day6_MW2,3_MindWandering2_Block_2,3,6,2,MindWandering2,29.5,Clarity - Structuration,51.486000000000004
001_Day7_MW2,1_MindWandering2_Block_2,1,7,2,MindWandering2,29.5,Clarity - Structuration,6.5265
002_Day7_MW2,2_MindWandering2_Block_2,2,7,2,MindWandering2,29.5,Clarity - Structuration,62.129999999999995
003_Day7_MW2,3_MindWandering2_Block_2,3,7,2,MindWandering2,29.5,Clarity - Structuration,86.94277777777776
001_Day8_MW2,1_MindWandering2_Block_2,1,8,2,MindWandering2,29.5,Clarity - Structuration,3.6755000000000004
002_Day8_MW2,2_MindWandering2_Block_2,2,8,2,MindWandering2,29.5,Clarity - Structuration,63.271
003_Day8_MW2,3_MindWandering2_Block_2,3,8,2,MindWandering2,29.5,Clarity - Structuration,65.452
001_Day9_MW2,1_MindWandering2_Block_2,1,9,2,MindWandering2,29.5,Clarity - Structuration,25.598
002_Day9_MW2,2_MindWandering2_Block_2,2,9,2,MindWandering2,29.5,Clarity - Structuration,51.591499999999996
003_Day9_MW2,3_MindWandering2_Block_2,3,9,2,MindWandering2,29.5,Clarity - Structuration,55.6065
001_Day10_MW2,1_MindWandering2_Block_2,1,10,2,MindWandering2,29.5,Clarity - Structuration,2.9705000000000004
002_Day10_MW2,2_MindWandering2_Block_2,2,10,2,MindWandering2,29.5,Clarity - Structuration,40.304
003_Day10_MW2,3_MindWandering2_Block_2,3,10,2,MindWandering2,29.5,Clarity - Structuration,39.5135
001_Day11_MW2,1_MindWandering2_Block_3,1,11,3,MindWandering2,29.5,Clarity - Structuration,1.231
002_Day11_MW2,2_MindWandering2_Block_3,2,11,3,MindWandering2,29.5,Clarity - Structuration,30.843
003_Day11_MW2,3_MindWandering2_Block_3,3,11,3,MindWandering2,29.5,Clarity - Structuration,27.930500000000002
001_Day12_MW2,1_MindWandering2_Block_3,1,12,3,MindWandering2,29.5,Clarity - Structuration,0.013000000000000001
002_Day12_MW2,2_MindWandering2_Block_3,2,12,3,MindWandering2,29.5,Clarity - Structuration,26.243000000000002
003_Day12_MW2,3_MindWandering2_Block_3,3,12,3,MindWandering2,29.5,Clarity - Structuration,59.346500000000006
001_Day13_MW2,1_MindWandering2_Block_3,1,13,3,MindWandering2,29.5,Clarity - Structuration,2.3415
002_Day13_MW2,2_MindWandering2_Block_3,2,13,3,MindWandering2,29.5,Clarity - Structuration,38.308499999999995
003_Day13_MW2,3_MindWandering2_Block_3,3,13,3,MindWandering2,29.5,Clarity - Structuration,67.6635
001_Day14_MW2,1_MindWandering2_Block_3,1,14,3,MindWandering2,29.5,Clarity - Structuration,4.741
002_Day14_MW2,2_MindWandering2_Block_3,2,14,3,MindWandering2,29.5,Clarity - Structuration,38.642
003_Day14_MW2,3_MindWandering2_Block_3,3,14,3,MindWandering2,29.5,Clarity - Structuration,71.26
001_Day15_MW2,1_MindWandering2_Block_3,1,15,3,MindWandering2,29.5,Clarity - Structuration,0
002_Day15_MW2,2_MindWandering2_Block_3,2,15,3,MindWandering2,29.5,Clarity - Structuration,63.008
003_Day15_MW2,3_MindWandering2_Block_3,3,15,3,MindWandering2,29.5,Clarity - Structuration,19.32
001_Day1_MW1,1_MindWandering1_Block_1,1,1,1,MindWandering1,49.5,Clarity - Structuration,58.064
002_Day1_MW1,2_MindWandering1_Block_1,2,1,1,MindWandering1,49.5,Clarity - Structuration,29.294
003_Day1_MW1,3_MindWandering1_Block_1,3,1,1,MindWandering1,49.5,Clarity - Structuration,57.842
001_Day2_MW1,1_MindWandering1_Block_1,1,2,1,MindWandering1,49.5,Clarity - Structuration,0.5475
002_Day2_MW1,2_MindWandering1_Block_1,2,2,1,MindWandering1,49.5,Clarity - Structuration,50.679500000000004
003_Day2_MW1,3_MindWandering1_Block_1,3,2,1,MindWandering1,49.5,Clarity - Structuration,27.7705
001_Day3_MW1,1_MindWandering1_Block_1,1,3,1,MindWandering1,49.5,Clarity - Structuration,6.3004999999999995
